rank,visitors_m,city_gaps,country,city,landmark,slug,idx,flickr_search_url,photo_url,owner,owner_url,status,notes
0.5,0.12,4,Malawi,Blantyre,Njamba Freedom Park,blantyre,9,https://www.flickr.com/search/?text=Njamba%20Freedom%20Park%20Blantyre&license=0,,,,not asked,
0.5,0.12,4,Tunisia,Tozeur,Belvédère Rocks,tozeur,3,https://www.flickr.com/search/?text=Belvédère%20Rocks%20Tozeur&license=0,,,,not asked,
0.5,0.12,4,Tunisia,Tozeur,Zoo du Sahara et Jardin du Paradis,tozeur,5,https://www.flickr.com/search/?text=Zoo%20du%20Sahara%20et%20Jardin%20du%20Paradis%20Tozeur&license=0,,,,not asked,
0.5,0.12,4,Tunisia,Tozeur,El Ferdous Mosque,tozeur,6,https://www.flickr.com/search/?text=El%20Ferdous%20Mosque%20Tozeur&license=0,,,,not asked,
0.5,0.47,1,China,Chaozhou,Phoenix Mountain (Fenghuang Shan) Tea Country,chaozhou,9,https://www.flickr.com/search/?text=Phoenix%20Mountain%20(Fenghuang%20Shan)%20Tea%20Country%20Chaozhou&license=0,,,,not asked,
0.5,0.46,1,China,Manzhouli,Mammoth Park (Zhalainuoer),manzhouli,3,https://www.flickr.com/search/?text=Mammoth%20Park%20(Zhalainuoer)%20Manzhouli&license=0,,,,not asked,
0.5,0.45,1,Argentina,Puerto Iguazú,Jardín de los Picaflores,puerto-iguazu,7,https://www.flickr.com/search/?text=Jardín%20de%20los%20Picaflores%20Puerto%20Iguazú&license=0,,,,not asked,
0.5,0.45,1,Bolivia,Santa Cruz de la Sierra,Manzana Uno Espacio de Arte,santa-cruz-de-la-sierra,7,https://www.flickr.com/search/?text=Manzana%20Uno%20Espacio%20de%20Arte%20Santa%20Cruz%20de%20la%20Sierra&license=0,,,,not asked,
0.5,0.45,1,Martinique,Fort-de-France,Baie des Flamands Waterfront (Malecón),fort-de-france,9,https://www.flickr.com/search/?text=Baie%20des%20Flamands%20Waterfront%20(Malecón)%20Fort-de-France&license=0,,,,not asked,
0.5,0.45,1,Sri Lanka,Galle,Flag Rock Bastion,galle,5,https://www.flickr.com/search/?text=Flag%20Rock%20Bastion%20Galle&license=0,,,,not asked,
0.4,0.15,3,China,Leshan,Jiuqu Plank Road,leshan,2,https://www.flickr.com/search/?text=Jiuqu%20Plank%20Road%20Leshan&license=0,,,,not asked,
0.4,0.15,3,China,Leshan,Zhanggongqiao Food Street,leshan,7,https://www.flickr.com/search/?text=Zhanggongqiao%20Food%20Street%20Leshan&license=0,,,,not asked,
0.4,0.15,3,China,Leshan,Laoxiaoding,leshan,9,https://www.flickr.com/search/?text=Laoxiaoding%20Leshan&license=0,,,,not asked,
0.4,0.15,3,Romania,Constanța,National History and Archaeology Museum and Ovid Square,constanta,2,https://www.flickr.com/search/?text=National%20History%20and%20Archaeology%20Museum%20and%20Ovid%20Square%20Constanța&license=0,,,,not asked,
0.4,0.15,3,Romania,Constanța,Old Town peninsula and seafront promenade,constanta,6,https://www.flickr.com/search/?text=Old%20Town%20peninsula%20and%20seafront%20promenade%20Constanța&license=0,,,,not asked,
0.4,0.15,3,Romania,Constanța,Constanța Dolphinarium,constanta,9,https://www.flickr.com/search/?text=Constanța%20Dolphinarium%20Constanța&license=0,,,,not asked,
0.4,0.15,3,Thailand,Nakhon Ratchasima,Sai Ngam Banyan Grove,nakhon-ratchasima,5,https://www.flickr.com/search/?text=Sai%20Ngam%20Banyan%20Grove%20Nakhon%20Ratchasima&license=0,,,,not asked,
0.4,0.15,3,Thailand,Nakhon Ratchasima,Maha Wirawong National Museum,nakhon-ratchasima,8,https://www.flickr.com/search/?text=Maha%20Wirawong%20National%20Museum%20Nakhon%20Ratchasima&license=0,,,,not asked,
0.4,0.15,3,Thailand,Nakhon Ratchasima,Save One Night Market,nakhon-ratchasima,9,https://www.flickr.com/search/?text=Save%20One%20Night%20Market%20Nakhon%20Ratchasima&license=0,,,,not asked,
0.4,0.42,1,Finland,Rovaniemi,Arctic Circle Hiking Area and Vaattunkiköngäs,rovaniemi,8,https://www.flickr.com/search/?text=Arctic%20Circle%20Hiking%20Area%20and%20Vaattunkiköngäs%20Rovaniemi&license=0,,,,not asked,
0.4,0.2,2,Bermuda,Hamilton,Bermuda Underwater Exploration Institute (BUEI),hamilton,3,https://www.flickr.com/search/?text=Bermuda%20Underwater%20Exploration%20Institute%20(BUEI)%20Hamilton&license=0,,,,not asked,
0.4,0.2,2,Bermuda,Hamilton,Albuoy's Point and the Birdcage,hamilton,8,https://www.flickr.com/search/?text=Albuoy's%20Point%20and%20the%20Birdcage%20Hamilton&license=0,,,,not asked,
0.4,0.4,1,Croatia,Pula,Aquarium Pula (Fort Verudela),pula,9,https://www.flickr.com/search/?text=Aquarium%20Pula%20(Fort%20Verudela)%20Pula&license=0,,,,not asked,
0.4,0.2,2,Gabon,Libreville,Cathédrale Sainte-Marie,libreville,0,https://www.flickr.com/search/?text=Cathédrale%20Sainte-Marie%20Libreville&license=0,,,,not asked,
0.4,0.4,1,Sint Maarten,Philipsburg,Rainforest Adventures Rockland Estate,philipsburg,7,https://www.flickr.com/search/?text=Rainforest%20Adventures%20Rockland%20Estate%20Philipsburg&license=0,,,,not asked,
0.4,0.12,3,Tanzania,Moshi,Materuni Coffee Tour,moshi,2,https://www.flickr.com/search/?text=Materuni%20Coffee%20Tour%20Moshi&license=0,,,,not asked,
0.4,0.12,3,Tanzania,Moshi,Rau Forest Reserve,moshi,7,https://www.flickr.com/search/?text=Rau%20Forest%20Reserve%20Moshi&license=0,,,,not asked,
0.4,0.12,3,Tanzania,Moshi,Kilasiya Waterfall,moshi,9,https://www.flickr.com/search/?text=Kilasiya%20Waterfall%20Moshi&license=0,,,,not asked,
0.3,0.35,1,Cambodia,Sihanoukville,Wat Leu (Upper Pagoda),sihanoukville,3,https://www.flickr.com/search/?text=Wat%20Leu%20(Upper%20Pagoda)%20Sihanoukville&license=0,,,,not asked,
0.3,0.35,1,Jamaica,Kingston,Trench Town Culture Yard,kingston,7,https://www.flickr.com/search/?text=Trench%20Town%20Culture%20Yard%20Kingston&license=0,,,,not asked,
0.3,0.35,1,Paraguay,Encarnación,Sambodromo de Encarnación,encarnacion,3,https://www.flickr.com/search/?text=Sambodromo%20de%20Encarnación%20Encarnación&license=0,,,,not asked,
0.3,0.35,1,Portugal,Coimbra,Rua Ferreira Borges and the Baixa,coimbra,9,https://www.flickr.com/search/?text=Rua%20Ferreira%20Borges%20and%20the%20Baixa%20Coimbra&license=0,,,,not asked,
0.3,0.35,1,Uzbekistan,Urganch,Monument to the Twenty Komsomol Members,urganch,5,https://www.flickr.com/search/?text=Monument%20to%20the%20Twenty%20Komsomol%20Members%20Urganch&license=0,,,,not asked,
0.3,0.08,4,Philippines,Siargao,Coconut Mountain View Deck,siargao,8,https://www.flickr.com/search/?text=Coconut%20Mountain%20View%20Deck%20Siargao&license=0,,,,not asked,
0.3,0.08,4,Philippines,Siargao,Pacifico Beach,siargao,9,https://www.flickr.com/search/?text=Pacifico%20Beach%20Siargao&license=0,,,,not asked,
0.3,0.1,3,Haiti,Cap-Haïtien,Île-à-Rat (Amiga Island),cap-haitien,7,https://www.flickr.com/search/?text=Île-à-Rat%20(Amiga%20Island)%20Cap-Haïtien&license=0,,,,not asked,
0.3,0.1,3,Haiti,Cap-Haïtien,Site des Ramiers,cap-haitien,9,https://www.flickr.com/search/?text=Site%20des%20Ramiers%20Cap-Haïtien&license=0,,,,not asked,
0.3,0.05,6,Honduras,La Ceiba,Cuero y Salado Wildlife Refuge,la-ceiba,2,https://www.flickr.com/search/?text=Cuero%20y%20Salado%20Wildlife%20Refuge%20La%20Ceiba&license=0,,,,not asked,
0.3,0.05,6,Honduras,La Ceiba,Catedral San Isidro and Parque Central,la-ceiba,3,https://www.flickr.com/search/?text=Catedral%20San%20Isidro%20and%20Parque%20Central%20La%20Ceiba&license=0,,,,not asked,
0.3,0.05,6,Honduras,La Ceiba,Museum of Butterflies and Other Insects,la-ceiba,5,https://www.flickr.com/search/?text=Museum%20of%20Butterflies%20and%20Other%20Insects%20La%20Ceiba&license=0,,,,not asked,
0.3,0.05,6,Honduras,La Ceiba,Parque Swinford,la-ceiba,6,https://www.flickr.com/search/?text=Parque%20Swinford%20La%20Ceiba&license=0,,,,not asked,
0.3,0.05,6,Honduras,La Ceiba,Reynaldo Canales Tourist Pier,la-ceiba,8,https://www.flickr.com/search/?text=Reynaldo%20Canales%20Tourist%20Pier%20La%20Ceiba&license=0,,,,not asked,
0.3,0.05,6,Honduras,La Ceiba,Paseo de los Ceibeños,la-ceiba,9,https://www.flickr.com/search/?text=Paseo%20de%20los%20Ceibeños%20La%20Ceiba&license=0,,,,not asked,
0.3,0.1,3,Mexico,Manzanillo,El Tortugario Ecological Center (Cuyutlán),manzanillo,6,https://www.flickr.com/search/?text=El%20Tortugario%20Ecological%20Center%20(Cuyutlán)%20Manzanillo&license=0,,,,not asked,
0.3,0.1,3,Mexico,Manzanillo,Iguanario de Archundia,manzanillo,8,https://www.flickr.com/search/?text=Iguanario%20de%20Archundia%20Manzanillo&license=0,,,,not asked,
0.3,0.1,3,Mexico,Manzanillo,Península de Santiago viewpoints,manzanillo,9,https://www.flickr.com/search/?text=Península%20de%20Santiago%20viewpoints%20Manzanillo&license=0,,,,not asked,
0.3,0.15,2,Algeria,Constantine,The Casbah and Souika old town,constantine,6,https://www.flickr.com/search/?text=The%20Casbah%20and%20Souika%20old%20town%20Constantine&license=0,,,,not asked,
0.3,0.15,2,China,Jingdezhen,Sanbao Ceramic Art Village,jingdezhen,5,https://www.flickr.com/search/?text=Sanbao%20Ceramic%20Art%20Village%20Jingdezhen&license=0,,,,not asked,
0.3,0.15,2,China,Jingdezhen,Taoyangli Historic District,jingdezhen,8,https://www.flickr.com/search/?text=Taoyangli%20Historic%20District%20Jingdezhen&license=0,,,,not asked,
0.3,0.15,2,Guadeloupe,Le Gosier,Friday Night Market of Gosier,le-gosier,8,https://www.flickr.com/search/?text=Friday%20Night%20Market%20of%20Gosier%20Le%20Gosier&license=0,,,,not asked,
0.3,0.15,2,Guadeloupe,Le Gosier,Étang du Mitan,le-gosier,9,https://www.flickr.com/search/?text=Étang%20du%20Mitan%20Le%20Gosier&license=0,,,,not asked,
0.3,0.15,2,Italy,Positano,Arienzo Beach,positano,9,https://www.flickr.com/search/?text=Arienzo%20Beach%20Positano&license=0,,,,not asked,
0.3,0.15,2,Kenya,Nakuru,Soysambu Conservancy,nakuru,8,https://www.flickr.com/search/?text=Soysambu%20Conservancy%20Nakuru&license=0,,,,not asked,
0.3,0.15,2,Kenya,Nakuru,Nakuru Town Curio and Maasai Market,nakuru,9,https://www.flickr.com/search/?text=Nakuru%20Town%20Curio%20and%20Maasai%20Market%20Nakuru&license=0,,,,not asked,
0.3,0.15,2,Montenegro,Podgorica,St. George's Church and Gorica Hill,podgorica,6,https://www.flickr.com/search/?text=St.%20George's%20Church%20and%20Gorica%20Hill%20Podgorica&license=0,,,,not asked,
0.3,0.15,2,Montenegro,Podgorica,Niagara Falls on the Cijevna,podgorica,8,https://www.flickr.com/search/?text=Niagara%20Falls%20on%20the%20Cijevna%20Podgorica&license=0,,,,not asked,
0.3,0.15,2,Nicaragua,León,Museum of Traditions and Legends,leon,8,https://www.flickr.com/search/?text=Museum%20of%20Traditions%20and%20Legends%20León&license=0,,,,not asked,
0.3,0.3,1,Philippines,Panglao,Napaling Point,panglao,7,https://www.flickr.com/search/?text=Napaling%20Point%20Panglao&license=0,,,,not asked,
0.3,0.15,2,Saudi Arabia,Abha,Abha High City,abha,8,https://www.flickr.com/search/?text=Abha%20High%20City%20Abha&license=0,,,,not asked,
0.3,0.15,2,Saudi Arabia,Abha,Souq Al Thulatha (Tuesday Market),abha,9,https://www.flickr.com/search/?text=Souq%20Al%20Thulatha%20(Tuesday%20Market)%20Abha&license=0,,,,not asked,
0.3,0.3,1,Seychelles,Victoria,Bicentennial Monument (Twa Zwazo),victoria,9,https://www.flickr.com/search/?text=Bicentennial%20Monument%20(Twa%20Zwazo)%20Victoria&license=0,,,,not asked,
0.3,0.15,2,South Africa,Plettenberg Bay,Kranshoek Viewpoint,plettenberg-bay,8,https://www.flickr.com/search/?text=Kranshoek%20Viewpoint%20Plettenberg%20Bay&license=0,,,,not asked,
0.3,0.3,1,Türkiye,Gaziantep,Emine Göğüş Culinary Museum,gaziantep,6,https://www.flickr.com/search/?text=Emine%20Göğüş%20Culinary%20Museum%20Gaziantep&license=0,,,,not asked,
0.3,0.3,1,Türkiye,Kayseri,Kayseri Covered Bazaar and Vezirhan,kayseri,5,https://www.flickr.com/search/?text=Kayseri%20Covered%20Bazaar%20and%20Vezirhan%20Kayseri&license=0,,,,not asked,
0.3,0.28,1,South Korea,Jeonju,Wansan Park,jeonju,9,https://www.flickr.com/search/?text=Wansan%20Park%20Jeonju&license=0,,,,not asked,
0.2,0.25,1,Gambia,Banjul,McCarthy Square,banjul,4,https://www.flickr.com/search/?text=McCarthy%20Square%20Banjul&license=0,,,,not asked,
0.2,0.25,1,Indonesia,Mataram,Sekarbela Pearl District,mataram,9,https://www.flickr.com/search/?text=Sekarbela%20Pearl%20District%20Mataram&license=0,,,,not asked,
0.2,0.25,1,Japan,Kurashiki,Japan Rural Toy Museum,kurashiki,6,https://www.flickr.com/search/?text=Japan%20Rural%20Toy%20Museum%20Kurashiki&license=0,,,,not asked,
0.2,0.05,5,Kuwait,Al Ahmadi,Ahmadi Garden (Al Ahmadi Public Garden),al-ahmadi,0,https://www.flickr.com/search/?text=Ahmadi%20Garden%20(Al%20Ahmadi%20Public%20Garden)%20Al%20Ahmadi&license=0,,,,not asked,
0.2,0.05,5,Kuwait,Al Ahmadi,Ahmad Al-Jaber Oil and Gas Exhibition,al-ahmadi,1,https://www.flickr.com/search/?text=Ahmad%20Al-Jaber%20Oil%20and%20Gas%20Exhibition%20Al%20Ahmadi&license=0,,,,not asked,
0.2,0.05,5,Kuwait,Al Ahmadi,Ahmadi Township Heritage District,al-ahmadi,3,https://www.flickr.com/search/?text=Ahmadi%20Township%20Heritage%20District%20Al%20Ahmadi&license=0,,,,not asked,
0.2,0.05,5,Kuwait,Al Ahmadi,Al Kout Mall and Waterfront,al-ahmadi,5,https://www.flickr.com/search/?text=Al%20Kout%20Mall%20and%20Waterfront%20Al%20Ahmadi&license=0,,,,not asked,
0.2,0.05,5,Kuwait,Al Ahmadi,Sahara Kuwait Resort and Golf Club,al-ahmadi,8,https://www.flickr.com/search/?text=Sahara%20Kuwait%20Resort%20and%20Golf%20Club%20Al%20Ahmadi&license=0,,,,not asked,
0.2,0.25,1,Peru,Ica,Bodega Tacama,ica,5,https://www.flickr.com/search/?text=Bodega%20Tacama%20Ica&license=0,,,,not asked,
0.2,0.25,1,South Africa,Port Elizabeth,Sardinia Bay,port-elizabeth,8,https://www.flickr.com/search/?text=Sardinia%20Bay%20Port%20Elizabeth&license=0,,,,not asked,
0.2,0.25,1,Türkiye,Çeşme,Aya Yorgi Bay,cesme,4,https://www.flickr.com/search/?text=Aya%20Yorgi%20Bay%20Çeşme&license=0,,,,not asked,
0.2,0.12,2,Greece,Mytilene,"Teriade Museum, Varia",mytilene,5,"https://www.flickr.com/search/?text=Teriade%20Museum,%20Varia%20Mytilene&license=0",,,,not asked,
0.2,0.12,2,Greece,Mytilene,Ermou Street and the Old Market,mytilene,8,https://www.flickr.com/search/?text=Ermou%20Street%20and%20the%20Old%20Market%20Mytilene&license=0,,,,not asked,
0.2,0.06,4,Rwanda,Cyangugu,Rusizi River Border and Bridge,cyangugu,2,https://www.flickr.com/search/?text=Rusizi%20River%20Border%20and%20Bridge%20Cyangugu&license=0,,,,not asked,
0.2,0.06,4,Rwanda,Cyangugu,Gihaya Island,cyangugu,3,https://www.flickr.com/search/?text=Gihaya%20Island%20Cyangugu&license=0,,,,not asked,
0.2,0.06,4,Rwanda,Cyangugu,Kumbya Peninsula,cyangugu,7,https://www.flickr.com/search/?text=Kumbya%20Peninsula%20Cyangugu&license=0,,,,not asked,
0.2,0.06,4,Rwanda,Cyangugu,Mibirizi Catholic Church,cyangugu,8,https://www.flickr.com/search/?text=Mibirizi%20Catholic%20Church%20Cyangugu&license=0,,,,not asked,
0.2,0.05,4,China,Anshun,Yunfeng Tunpu (Eight Villages),anshun,4,https://www.flickr.com/search/?text=Yunfeng%20Tunpu%20(Eight%20Villages)%20Anshun&license=0,,,,not asked,
0.2,0.05,4,China,Anshun,Anshun Batik Museum,anshun,6,https://www.flickr.com/search/?text=Anshun%20Batik%20Museum%20Anshun&license=0,,,,not asked,
0.2,0.05,4,China,Anshun,Guanling National Geopark,anshun,7,https://www.flickr.com/search/?text=Guanling%20National%20Geopark%20Anshun&license=0,,,,not asked,
0.2,0.05,4,China,Anshun,Hongshan Lake,anshun,8,https://www.flickr.com/search/?text=Hongshan%20Lake%20Anshun&license=0,,,,not asked,
0.2,0.05,4,China,Qinhuangdao,Pigeon Nest Park (Gezhenwo),qinhuangdao,5,https://www.flickr.com/search/?text=Pigeon%20Nest%20Park%20(Gezhenwo)%20Qinhuangdao&license=0,,,,not asked,
0.2,0.05,4,China,Qinhuangdao,Beidaihe Wetlands and Bird Sanctuary,qinhuangdao,6,https://www.flickr.com/search/?text=Beidaihe%20Wetlands%20and%20Bird%20Sanctuary%20Qinhuangdao&license=0,,,,not asked,
0.2,0.05,4,China,Qinhuangdao,Xin'ao Undersea World,qinhuangdao,8,https://www.flickr.com/search/?text=Xin'ao%20Undersea%20World%20Qinhuangdao&license=0,,,,not asked,
0.2,0.05,4,China,Qinhuangdao,Qinhuang Qiuxian Ruhai Chu (Emperor Qin's Departure Point),qinhuangdao,9,https://www.flickr.com/search/?text=Qinhuang%20Qiuxian%20Ruhai%20Chu%20(Emperor%20Qin's%20Departure%20Point)%20Qinhuangdao&license=0,,,,not asked,
0.2,0.1,2,Italy,Cortina d'Ampezzo,Tofana di Mezzo and the Freccia nel Cielo cable car,cortina-d-ampezzo,0,https://www.flickr.com/search/?text=Tofana%20di%20Mezzo%20and%20the%20Freccia%20nel%20Cielo%20cable%20car%20Cortina%20d'Ampezzo&license=0,,,,not asked,
0.2,0.1,2,Italy,Cortina d'Ampezzo,Lagazuoi and its WWI tunnels,cortina-d-ampezzo,5,https://www.flickr.com/search/?text=Lagazuoi%20and%20its%20WWI%20tunnels%20Cortina%20d'Ampezzo&license=0,,,,not asked,
0.2,0.2,1,Mali,Bamako,Point G Hill,bamako,7,https://www.flickr.com/search/?text=Point%20G%20Hill%20Bamako&license=0,,,,not asked,
0.2,0.2,1,Mexico,San Cristóbal de las Casas,El Arcotete Ecological Park,san-cristobal-de-las-casas,9,https://www.flickr.com/search/?text=El%20Arcotete%20Ecological%20Park%20San%20Cristóbal%20de%20las%20Casas&license=0,,,,not asked,
0.2,0.2,1,Morocco,Chefchaouen,Bab el-Ain gate and Callejon El Asri,chefchaouen,9,https://www.flickr.com/search/?text=Bab%20el-Ain%20gate%20and%20Callejon%20El%20Asri%20Chefchaouen&license=0,,,,not asked,
0.2,0.2,1,New Zealand,Taupo,AC Baths,taupo,8,https://www.flickr.com/search/?text=AC%20Baths%20Taupo&license=0,,,,not asked,
0.2,0.1,2,Philippines,Coron,Mount Tapyas viewpoint,coron,3,https://www.flickr.com/search/?text=Mount%20Tapyas%20viewpoint%20Coron&license=0,,,,not asked,
0.2,0.1,2,Philippines,Coron,Coron Island (Calis) limestone cliffs,coron,4,https://www.flickr.com/search/?text=Coron%20Island%20(Calis)%20limestone%20cliffs%20Coron&license=0,,,,not asked,
0.2,0.05,4,South Sudan,Juba,All Saints Cathedral,juba,4,https://www.flickr.com/search/?text=All%20Saints%20Cathedral%20Juba&license=0,,,,not asked,
0.2,0.05,4,South Sudan,Juba,Konyo Konyo Market,juba,7,https://www.flickr.com/search/?text=Konyo%20Konyo%20Market%20Juba&license=0,,,,not asked,
0.2,0.05,4,South Sudan,Juba,Nyakuron Cultural Centre,juba,8,https://www.flickr.com/search/?text=Nyakuron%20Cultural%20Centre%20Juba&license=0,,,,not asked,
0.2,0.05,4,South Sudan,Juba,Custom Market,juba,9,https://www.flickr.com/search/?text=Custom%20Market%20Juba&license=0,,,,not asked,
0.2,0.1,2,Thailand,Pai,Pai Land Split,pai,9,https://www.flickr.com/search/?text=Pai%20Land%20Split%20Pai&license=0,,,,not asked,
0.2,0.2,1,United States,Reno,Midtown District Murals,reno,4,https://www.flickr.com/search/?text=Midtown%20District%20Murals%20Reno&license=0,,,,not asked,
0.2,0.18,1,Bonaire,Kralendijk,Terramar Museum,kralendijk,8,https://www.flickr.com/search/?text=Terramar%20Museum%20Kralendijk&license=0,,,,not asked,
0.2,0.09,2,Sierra Leone,Freetown,Big Market,freetown,9,https://www.flickr.com/search/?text=Big%20Market%20Freetown&license=0,,,,not asked,
0.2,0.08,2,Guinea,Conakry,Grand Marché Madina,conakry,5,https://www.flickr.com/search/?text=Grand%20Marché%20Madina%20Conakry&license=0,,,,not asked,
0.2,0.08,2,Guinea,Conakry,Rogbané Beach,conakry,7,https://www.flickr.com/search/?text=Rogbané%20Beach%20Conakry&license=0,,,,not asked,
0.2,0.08,2,Japan,Kusatsu,Gozanoyu Bathhouse,kusatsu,5,https://www.flickr.com/search/?text=Gozanoyu%20Bathhouse%20Kusatsu&license=0,,,,not asked,
0.2,0.08,2,Japan,Kusatsu,Nishinokawara Park,kusatsu,9,https://www.flickr.com/search/?text=Nishinokawara%20Park%20Kusatsu&license=0,,,,not asked,
0.2,0.08,2,Kenya,Malindi,Falconry of Kenya,malindi,8,https://www.flickr.com/search/?text=Falconry%20of%20Kenya%20Malindi&license=0,,,,not asked,
0.2,0.08,2,Kenya,Malindi,Silversand Beach,malindi,9,https://www.flickr.com/search/?text=Silversand%20Beach%20Malindi&license=0,,,,not asked,
0.2,0.08,2,Mozambique,Inhambane,Provincial Museum of Inhambane,inhambane,5,https://www.flickr.com/search/?text=Provincial%20Museum%20of%20Inhambane%20Inhambane&license=0,,,,not asked,
0.2,0.08,2,Mozambique,Inhambane,Ilha dos Porcos (Pig Island),inhambane,8,https://www.flickr.com/search/?text=Ilha%20dos%20Porcos%20(Pig%20Island)%20Inhambane&license=0,,,,not asked,
0.1,0.15,1,Cambodia,Battambang,Battambang Provincial Museum,battambang,8,https://www.flickr.com/search/?text=Battambang%20Provincial%20Museum%20Battambang&license=0,,,,not asked,
0.1,0.15,1,Cuba,Trinidad,Casa de la Música Steps,trinidad,5,https://www.flickr.com/search/?text=Casa%20de%20la%20Música%20Steps%20Trinidad&license=0,,,,not asked,
0.1,0.15,1,Japan,Aomori,Auga Fish Market,aomori,8,https://www.flickr.com/search/?text=Auga%20Fish%20Market%20Aomori&license=0,,,,not asked,
0.1,0.03,5,Madagascar,Morondava,Nosy Kely Beach,morondava,3,https://www.flickr.com/search/?text=Nosy%20Kely%20Beach%20Morondava&license=0,,,,not asked,
0.1,0.03,5,Madagascar,Morondava,Sacred Baobab of Mahabo,morondava,6,https://www.flickr.com/search/?text=Sacred%20Baobab%20of%20Mahabo%20Morondava&license=0,,,,not asked,
0.1,0.03,5,Madagascar,Morondava,Kimony Beach,morondava,7,https://www.flickr.com/search/?text=Kimony%20Beach%20Morondava&license=0,,,,not asked,
0.1,0.03,5,Madagascar,Morondava,Marofandilia Craft Village,morondava,8,https://www.flickr.com/search/?text=Marofandilia%20Craft%20Village%20Morondava&license=0,,,,not asked,
0.1,0.03,5,Madagascar,Morondava,Morondava Mangroves and River Delta,morondava,9,https://www.flickr.com/search/?text=Morondava%20Mangroves%20and%20River%20Delta%20Morondava&license=0,,,,not asked,
0.1,0.15,1,Mexico,Morelia,Mercado de Dulces y Artesanías,morelia,6,https://www.flickr.com/search/?text=Mercado%20de%20Dulces%20y%20Artesanías%20Morelia&license=0,,,,not asked,
0.1,0.15,1,Slovakia,Poprad,Evangelical Church of the Holy Spirit,poprad,9,https://www.flickr.com/search/?text=Evangelical%20Church%20of%20the%20Holy%20Spirit%20Poprad&license=0,,,,not asked,
0.1,0.15,1,Türkiye,Şanlıurfa,On Gözlü Köprü (Ten-Eyed Bridge),sanliurfa,9,https://www.flickr.com/search/?text=On%20Gözlü%20Köprü%20(Ten-Eyed%20Bridge)%20Şanlıurfa&license=0,,,,not asked,
0.1,0.07,2,China,Zhangye,Zhangye National Wetland Park,zhangye,5,https://www.flickr.com/search/?text=Zhangye%20National%20Wetland%20Park%20Zhangye&license=0,,,,not asked,
0.1,0.07,2,China,Zhangye,Pingshanhu Grand Canyon,zhangye,6,https://www.flickr.com/search/?text=Pingshanhu%20Grand%20Canyon%20Zhangye&license=0,,,,not asked,
0.1,0.12,1,Burkina Faso,Ouagadougou,Moro-Naba Palace,ouagadougou,7,https://www.flickr.com/search/?text=Moro-Naba%20Palace%20Ouagadougou&license=0,,,,not asked,
0.1,0.12,1,Chile,Puerto Natales,Estación de Ferrocarril de Puerto Natales,puerto-natales,8,https://www.flickr.com/search/?text=Estación%20de%20Ferrocarril%20de%20Puerto%20Natales%20Puerto%20Natales&license=0,,,,not asked,
0.1,0.02,6,China,Beihai,Crocodile Mountain Scenic Area,beihai,3,https://www.flickr.com/search/?text=Crocodile%20Mountain%20Scenic%20Area%20Beihai&license=0,,,,not asked,
0.1,0.02,6,China,Beihai,Guantouling National Forest Park,beihai,4,https://www.flickr.com/search/?text=Guantouling%20National%20Forest%20Park%20Beihai&license=0,,,,not asked,
0.1,0.02,6,China,Beihai,Jinhaiwan Mangrove Ecological Zone,beihai,5,https://www.flickr.com/search/?text=Jinhaiwan%20Mangrove%20Ecological%20Zone%20Beihai&license=0,,,,not asked,
0.1,0.02,6,China,Beihai,Beihai Underwater World,beihai,6,https://www.flickr.com/search/?text=Beihai%20Underwater%20World%20Beihai&license=0,,,,not asked,
0.1,0.02,6,China,Beihai,Beibu Gulf Square,beihai,7,https://www.flickr.com/search/?text=Beibu%20Gulf%20Square%20Beihai&license=0,,,,not asked,
0.1,0.02,6,China,Beihai,Haibin Park (Beihai Seaside Park),beihai,8,https://www.flickr.com/search/?text=Haibin%20Park%20(Beihai%20Seaside%20Park)%20Beihai&license=0,,,,not asked,
0.1,0.03,4,Colombia,Leticia,Mundo Amazónico Ethnobotanical Park,leticia,2,https://www.flickr.com/search/?text=Mundo%20Amazónico%20Ethnobotanical%20Park%20Leticia&license=0,,,,not asked,
0.1,0.03,4,Colombia,Leticia,Catedral Nuestra Señora de la Paz,leticia,5,https://www.flickr.com/search/?text=Catedral%20Nuestra%20Señora%20de%20la%20Paz%20Leticia&license=0,,,,not asked,
0.1,0.03,4,Colombia,Leticia,Acuarios Etuena,leticia,7,https://www.flickr.com/search/?text=Acuarios%20Etuena%20Leticia&license=0,,,,not asked,
0.1,0.03,4,Colombia,Leticia,Yahuarcaca Lakes,leticia,8,https://www.flickr.com/search/?text=Yahuarcaca%20Lakes%20Leticia&license=0,,,,not asked,
0.1,0.12,1,Djibouti,Djibouti City,Djibouti Central Market,djibouti-city,1,https://www.flickr.com/search/?text=Djibouti%20Central%20Market%20Djibouti%20City&license=0,,,,not asked,
0.1,0.12,1,Djibouti,Djibouti City,Cathedral of Our Lady of the Good Shepherd,djibouti-city,3,https://www.flickr.com/search/?text=Cathedral%20of%20Our%20Lady%20of%20the%20Good%20Shepherd%20Djibouti%20City&license=0,,,,not asked,
0.1,0.12,1,Djibouti,Djibouti City,Djibouti Museum,djibouti-city,5,https://www.flickr.com/search/?text=Djibouti%20Museum%20Djibouti%20City&license=0,,,,not asked,
0.1,0.12,1,Djibouti,Djibouti City,Moucha Island,djibouti-city,6,https://www.flickr.com/search/?text=Moucha%20Island%20Djibouti%20City&license=0,,,,not asked,
